dimension,case,grid_size,mode,mode_key,solver,cycle,mg_coarse,omega,nu,backend,dtype,omp_num_threads,iterations,residual_l2,error_l2,error_linf,time_ms,time_s,speedup,efficiency,tol,max_iter,repeat_runs,converged,source
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,4,3,7.801309e-10,2.451013e-08,4.902100e-08,7.841870e+02,7.841870e-01,1.722977e+00,4.307442e-01,1.000000e-09,150,10,true,wrapper
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,6,3,7.801309e-10,2.451013e-08,4.902100e-08,7.697080e+02,7.697080e-01,1.755388e+00,2.925646e-01,1.000000e-09,150,10,true,wrapper
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,8,3,7.801309e-10,2.451013e-08,4.902100e-08,7.725200e+02,7.725200e-01,1.748998e+00,2.186248e-01,1.000000e-09,150,10,true,wrapper
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,12,3,7.801309e-10,2.451013e-08,4.902100e-08,8.075410e+02,8.075410e-01,1.673148e+00,1.394290e-01,1.000000e-09,150,10,true,wrapper
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,16,3,7.801309e-10,2.451013e-08,4.902100e-08,8.620940e+02,8.620940e-01,1.567272e+00,9.795452e-02,1.000000e-09,150,10,true,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,1,10000,8.710950e-03,1.754679e-06,3.510638e-06,4.258125e+05,4.258125e+02,1.000000e+00,1.000000e+00,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,2,10000,8.710950e-03,1.754679e-06,3.510638e-06,2.407734e+05,2.407734e+02,1.768519e+00,8.842597e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,4,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.649003e+05,1.649003e+02,2.582241e+00,6.455603e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,6,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.484783e+05,1.484783e+02,2.867844e+00,4.779740e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,8,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.533557e+05,1.533557e+02,2.776634e+00,3.470792e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,12,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.534700e+05,1.534700e+02,2.774566e+00,2.312138e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,16,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.814355e+05,1.814355e+02,2.346909e+00,1.466818e-01,1.000000e-09,10000,10,false,wrapper
3,sine,383,MG V exact,mg_v_exact,mg,v,exact,1.250000,3,omp,double,1,6,3.900846e-10,1.971958e-06,5.577539e-06,7.458497e+03,7.458497e+00,1.000000e+00,1.000000e+00,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V exact,mg_v_exact,mg,v,exact,1.250000,3,omp,double,2,6,3.900846e-10,1.971958e-06,5.577539e-06,4.438952e+03,4.438952e+00,1.680238e+00,8.401191e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V exact,mg_v_exact,mg,v,exact,1.250000,3,omp,double,4,6,3.900846e-10,1.971958e-06,5.577539e-06,3.538914e+03,3.538914e+00,2.107567e+00,5.268917e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V exact,mg_v_exact,mg,v,exact,1.250000,3,omp,double,6,6,3.900846e-10,1.971958e-06,5.577539e-06,3.461436e+03,3.461436e+00,2.154741e+00,3.591234e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V exact,mg_v_exact,mg,v,exact,1.250000,3,omp,double,8,6,3.900846e-10,1.971958e-06,5.577539e-06,3.679368e+03,3.679368e+00,2.027114e+00,2.533892e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V exact,mg_v_exact,mg,v,exact,1.250000,3,omp,double,12,6,3.900846e-10,1.971958e-06,5.577539e-06,3.754449e+03,3.754449e+00,1.986576e+00,1.655480e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V exact,mg_v_exact,mg,v,exact,1.250000,3,omp,double,16,6,3.900846e-10,1.971958e-06,5.577539e-06,3.912375e+03,3.912375e+00,1.906386e+00,1.191491e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V SOR,mg_v_sor,mg,v,sor,1.250000,3,omp,double,1,6,3.900803e-10,1.971958e-06,5.577539e-06,7.093769e+03,7.093769e+00,1.000000e+00,1.000000e+00,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V SOR,mg_v_sor,mg,v,sor,1.250000,3,omp,double,2,6,3.900803e-10,1.971958e-06,5.577539e-06,4.447049e+03,4.447049e+00,1.595163e+00,7.975816e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V SOR,mg_v_sor,mg,v,sor,1.250000,3,omp,double,4,6,3.900803e-10,1.971958e-06,5.577539e-06,3.540906e+03,3.540906e+00,2.003377e+00,5.008442e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V SOR,mg_v_sor,mg,v,sor,1.250000,3,omp,double,6,6,3.900803e-10,1.971958e-06,5.577539e-06,3.347730e+03,3.347730e+00,2.118979e+00,3.531631e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V SOR,mg_v_sor,mg,v,sor,1.250000,3,omp,double,8,6,3.900803e-10,1.971958e-06,5.577539e-06,3.627763e+03,3.627763e+00,1.955411e+00,2.444264e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V SOR,mg_v_sor,mg,v,sor,1.250000,3,omp,double,12,6,3.900803e-10,1.971958e-06,5.577539e-06,3.723659e+03,3.723659e+00,1.905053e+00,1.587544e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG V SOR,mg_v_sor,mg,v,sor,1.250000,3,omp,double,16,6,3.900803e-10,1.971958e-06,5.577539e-06,3.913085e+03,3.913085e+00,1.812833e+00,1.133021e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W exact,mg_w_exact,mg,w,exact,1.250000,3,omp,double,1,3,5.715296e-10,1.972025e-06,5.577730e-06,4.092309e+03,4.092309e+00,1.000000e+00,1.000000e+00,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W exact,mg_w_exact,mg,w,exact,1.250000,3,omp,double,2,3,5.715296e-10,1.972025e-06,5.577730e-06,2.624324e+03,2.624324e+00,1.559376e+00,7.796882e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W exact,mg_w_exact,mg,w,exact,1.250000,3,omp,double,4,3,5.715296e-10,1.972025e-06,5.577730e-06,2.069133e+03,2.069133e+00,1.977789e+00,4.944473e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W exact,mg_w_exact,mg,w,exact,1.250000,3,omp,double,6,3,5.715296e-10,1.972025e-06,5.577730e-06,1.992252e+03,1.992252e+00,2.054112e+00,3.423520e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W exact,mg_w_exact,mg,w,exact,1.250000,3,omp,double,8,3,5.715296e-10,1.972025e-06,5.577730e-06,2.066481e+03,2.066481e+00,1.980327e+00,2.475409e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W exact,mg_w_exact,mg,w,exact,1.250000,3,omp,double,12,3,5.715296e-10,1.972025e-06,5.577730e-06,2.150650e+03,2.150650e+00,1.902824e+00,1.585687e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W exact,mg_w_exact,mg,w,exact,1.250000,3,omp,double,16,3,5.715296e-10,1.972025e-06,5.577730e-06,2.233261e+03,2.233261e+00,1.832437e+00,1.145273e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,1,3,5.715293e-10,1.972025e-06,5.577730e-06,4.108124e+03,4.108124e+00,1.000000e+00,1.000000e+00,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,2,3,5.715293e-10,1.972025e-06,5.577730e-06,2.612091e+03,2.612091e+00,1.572734e+00,7.863669e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,4,3,5.715293e-10,1.972025e-06,5.577730e-06,2.087073e+03,2.087073e+00,1.968366e+00,4.920916e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,6,3,5.715293e-10,1.972025e-06,5.577730e-06,2.014309e+03,2.014309e+00,2.039471e+00,3.399118e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,8,3,5.715293e-10,1.972025e-06,5.577730e-06,2.097044e+03,2.097044e+00,1.959007e+00,2.448759e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,12,3,5.715293e-10,1.972025e-06,5.577730e-06,2.188786e+03,2.188786e+00,1.876896e+00,1.564080e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,16,3,5.715293e-10,1.972025e-06,5.577730e-06,2.286692e+03,2.286692e+00,1.796536e+00,1.122835e-01,1.000000e-09,150,10,true,wrapper
3,sine,383,SOR,sor,sor,,,,,omp,double,1,1810,9.949315e-10,1.972023e-06,5.577725e-06,3.168708e+05,3.168708e+02,1.000000e+00,1.000000e+00,1.000000e-09,10000,10,true,wrapper
3,sine,383,SOR,sor,sor,,,,,omp,double,2,1810,9.949315e-10,1.972023e-06,5.577725e-06,1.743693e+05,1.743693e+02,1.817240e+00,9.086198e-01,1.000000e-09,10000,10,true,wrapper
3,sine,383,SOR,sor,sor,,,,,omp,double,4,1810,9.949315e-10,1.972023e-06,5.577725e-06,1.182183e+05,1.182183e+02,2.680386e+00,6.700966e-01,1.000000e-09,10000,10,true,wrapper
3,sine,383,SOR,sor,sor,,,,,omp,double,6,1810,9.949315e-10,1.972023e-06,5.577725e-06,1.147330e+05,1.147330e+02,2.761810e+00,4.603017e-01,1.000000e-09,10000,10,true,wrapper
3,sine,383,SOR,sor,sor,,,,,omp,double,8,1810,9.949315e-10,1.972023e-06,5.577725e-06,1.231410e+05,1.231410e+02,2.573235e+00,3.216544e-01,1.000000e-09,10000,10,true,wrapper
3,sine,383,SOR,sor,sor,,,,,omp,double,12,1810,9.949315e-10,1.972023e-06,5.577725e-06,1.258921e+05,1.258921e+02,2.517002e+00,2.097502e-01,1.000000e-09,10000,10,true,wrapper
3,sine,383,SOR,sor,sor,,,,,omp,double,16,1810,9.949315e-10,1.972023e-06,5.577725e-06,1.360745e+05,1.360745e+02,2.328656e+00,1.455410e-01,1.000000e-09,10000,10,true,wrapper
